av|אָב
lehatrot|לְהַתְרוֹת
litrom|לִתְרוֹם
lehitarem|לְהִיתָּרֵם
lehatris|לְהַתְרִיס
tris|תְּרִיס
lehatria|לְהַתְרִיעַ
letaretz|לְתָרֵץ
terutz|תֵּירוּץ
letash'el|לְתַשְׁאֵל
tshi'i|תְּשִׁיעִי
tesher|תֶּשֶׁר
litshosh|לִתְשׁוֹשׁ
